FID IID V1
1116 1116 -0.577943134197675
1118 1118 0.0973405012257025
1121 1121 -0.360754090547129
1122 1122 0.909695616834361
1123 1123 0.155802693200895
1125 1125 -0.899235445322284
1132 1132 0.353558282869859
1133 1133 0.687757253239506
1134 1134 -0.971689969896753
1135 1135 0.416988354881177
1140 1140 1.10305711640575
1143 1143 1.00543928082094
1144 1144 1.38358624302708
1152 1152 0.90241916080301
1160 1160 0.450876216992757
1163 1163 -0.17549015909171
1164 1164 0.0333288420817074
1165 1165 0.0116715673320641
1173 1173 -0.0163858024360872
1175 1175 1.94410209800692
1178 1178 0.595728634607296
1180 1180 0.381633727323859
1181 1181 -0.38841364862135
1182 1182 0.0214498805873281
1184 1184 1.37685065940071
1186 1186 1.5256539101043
1187 1187 0.185410868154399
1188 1188 -0.335009987993127
1190 1190 1.01729415210692
1192 1192 -0.543345330375653
1194 1194 1.07419234135034
1199 1199 0.112398416971972
1200 1200 -0.869611926317415
1203 1203 -0.112029485754642
1208 1208 0.453592368854737
1214 1214 0.490657724338232
1215 1215 -0.113351986744186
1218 1218 0.477680070014027
1220 1220 -0.0199929747731695
1222 1222 0.772754262857547
1235 1235 2.98772287877664
1236 1236 1.38271815699454
1238 1238 -0.697587351779981
1247 1247 -0.616338772037487
1248 1248 -0.203798173242359
1253 1253 0.84093649152704
1269 1269 2.60299636909973
1270 1270 2.32896624324792
1278 1278 -1.36617749047952
1279 1279 -1.16504401310553
1280 1280 0.171673271745403
1285 1285 -1.18375435701785
1288 1288 -0.0697723841397255
1289 1289 0.459409472284409
1290 1290 1.57441038159803
1291 1291 0.536110361910898
1296 1296 -0.983866442254747
1297 1297 -1.0176061157962
1299 1299 2.07259805004868
1302 1302 1.2066678053706
1303 1303 0.672648123231746
1311 1311 -2.48286269103594
1312 1312 0.387352726079801
1314 1314 -0.846247032320312
1319 1319 0.218494375212671
1328 1328 0.73257976336864
1331 1331 -0.0283587985445607
1333 1333 -0.194145320615185
1334 1334 -0.4375102553139
1336 1336 -0.944027639584091
1337 1337 -1.07022634692398
1338 1338 -0.654535301263564
1339 1339 0.394465911645204
1341 1341 -0.245155206054048
1346 1346 -0.15795864686188
1347 1347 1.74687523940547
1351 1351 0.237613010706686
1353 1353 -0.582259241736265
1355 1355 -0.349377880023564
1357 1357 0.110578026904395
1360 1360 -0.503899451013455
1361 1361 -0.638683127960622
1362 1362 1.16190044873839
1367 1367 -1.25089501506977
1369 1369 -1.11506972128739
1370 1370 -0.832955910607225
1371 1371 0.258998414890966
1373 1373 -1.76108991326298
1378 1378 0.71954637449202
1380 1380 -0.130435981340669
1382 1382 -1.06193966242465
1386 1386 -0.536760116650554
1389 1389 -0.57778193417719
1392 1392 1.81185536911154
1393 1393 1.18159789831549
1394 1394 -1.00926266579934
1395 1395 -2.88579612388828
1400 1400 0.479053632085417
1401 1401 -1.4028575145853
1407 1407 1.25375083113176
1410 1410 1.14964918503184
1417 1417 -0.785032656745907
1418 1418 0.245249320615483
1419 1419 0.698991225146813
1420 1420 0.950591473931715
1424 1424 0.103778087125573
1427 1427 1.50810618985971
1429 1429 0.63115980016444
1439 1439 -1.8876396957185
1441 1441 0.501845129536428
1443 1443 0.519202460608566
1446 1446 0.00757801644217032
1452 1452 0.0778298086407388
1454 1454 -0.553110805761021
1457 1457 -0.190055382733398
1459 1459 1.10371831486634
1460 1460 -1.18700343557352
1462 1462 0.52661643390692
1465 1465 -1.62479664075786
1470 1470 0.117062578308162
1472 1472 0.985298510983111
1479 1479 -0.0358915013614133
1481 1481 -0.826409778249654
1482 1482 -0.140196928524819
1483 1483 0.554734849832135
1485 1485 -0.125096864252364
1488 1488 0.0377886943509546
1491 1491 -1.38316147691163
1497 1497 -1.65440572944651
1500 1500 1.62204925645471
1503 1503 0.340547829354314
1509 1509 1.13372823370902
1515 1515 0.290902507242631
1516 1516 1.0490904258032
1523 1523 -0.176441620742217
1525 1525 -2.25169696425821
1531 1531 -0.343831461926602
1532 1532 1.23746521018394
1533 1533 1.00137072917825
1535 1535 0.0741298003994363
1536 1536 -0.682047342621274
1539 1539 0.667680049510179
1542 1542 1.43873650025568
1544 1544 0.528806522663669
1550 1550 0.0456515488307522
1551 1551 -0.347049425185522
1555 1555 -0.462972358194204
1558 1558 -1.09499027880971
1563 1563 -1.99186950557199
1564 1564 -1.2694925660978
1567 1567 -0.386188069449055
1574 1574 1.39350931331573
1577 1577 0.500298032977332
1579 1579 0.455157510596619
1584 1584 -0.846575184453266
1585 1585 -0.534028214664586
1588 1588 0.408576173736355
1592 1592 0.64608359319915
1593 1593 -0.559630878848931
1596 1596 0.718450624690665
1597 1597 0.305404319018264
1601 1601 -0.265735347797677
1602 1602 -0.663562124917619
1604 1604 -0.908451017060293
1605 1605 -0.297441572994113
1607 1607 -1.33314960724253
1608 1608 0.724155477459161
1612 1612 1.24891980238656
1613 1613 0.877233962399407
1614 1614 -0.259389517532493
1617 1617 0.16348871264158
1619 1619 0.719371372805078
1630 1630 1.05278072946023
1632 1632 0.9100929179827
1633 1633 1.96773440602666
1634 1634 2.02844199337132
1635 1635 0.496994825745879
1640 1640 0.0993008263318825
1641 1641 0.328777887083786
1642 1642 -0.0778225293826213
1647 1647 0.476382738280918
1651 1651 -0.943074124177126
1652 1652 -0.659504767152177
1657 1657 1.07605587688649
1658 1658 -0.380731807807272
1662 1662 -0.65849447850641
1663 1663 3.10966026913311
1665 1665 0.260581505594098
1670 1670 -1.3826115175084
1673 1673 0.995730495802534
1675 1675 -1.602428358902
1680 1680 0.074333838387629
1681 1681 -0.221451429981231
1684 1684 0.692488022890536
1685 1685 0.779372357024644
1686 1686 -0.997907392421977
1688 1688 1.80228075939001
1689 1689 -0.507511267718664
1691 1691 -0.300298266968426
1695 1695 -2.99769086884225
1698 1698 -0.60953001789662
1702 1702 -1.24616894587323
1704 1704 1.29471210210802
1706 1706 0.00648018607559551
1708 1708 -0.18613223986903
1710 1710 -0.530459065236894
1711 1711 0.00365495450067034
1712 1712 0.904178822724248
1714 1714 -0.449274128486286
1718 1718 -2.05398687893353
1719 1719 -1.24676011241885
1720 1720 0.17489811874291
1723 1723 -0.889700824702383
1724 1724 1.12181173600754
1725 1725 0.74470529386748
1727 1727 -2.21504952303022
1728 1728 -1.48676551043776
1730 1730 -0.338452837687679
1731 1731 -0.364519775855808
1735 1735 1.16685581389755
1737 1737 -0.829083761924857
1743 1743 -0.368862340000942
1745 1745 -0.420235446658841
1746 1746 1.97828424922972
1748 1748 -1.5114976433072
1750 1750 0.251081672008637
1751 1751 -0.378182477270009
1754 1754 0.527571301069364
1755 1755 -0.00628173572802365
1756 1756 0.992992194363272
1760 1760 1.02515337408302
1761 1761 0.659677306288784
1763 1763 1.57127227268484
1772 1772 0.487145527499383
1777 1777 1.2302095382769
1780 1780 -0.146890114724503
1783 1783 0.267323556157161
1785 1785 0.179381067868119
1786 1786 0.989047965331203
1788 1788 -0.913884076996044
1789 1789 0.902191133059063
1790 1790 -0.339984127309438
1791 1791 -1.6472347343849
1795 1795 -1.46675934041057
1796 1796 0.639662898824831
1797 1797 0.458771505210117
1799 1799 -0.89367048324789
1801 1801 0.292699654282275
1808 1808 -0.0986237931540284
1809 1809 -0.838757453074513
1812 1812 0.0117728027639744
1813 1813 -1.48523514194199
1817 1817 -0.276612418460357
1823 1823 -1.13084062391331
1824 1824 0.87947703439724
1830 1830 2.31960725267922
1832 1832 1.03153842846784
1834 1834 0.921181291821888
1841 1841 0.350639398114741
1849 1849 -0.0206611163063631
1857 1857 -0.846416610989388
1863 1863 -0.419138772021684
1870 1870 0.744727070334182
1872 1872 -1.23230424074404
1878 1878 -1.14109092788307
1880 1880 -0.0985464157859404
1882 1882 -0.778778394925254
1891 1891 0.352112947284227
1894 1894 -1.14381241819322
1897 1897 -0.265642960517417
1898 1898 -0.0302655136803226
1900 1900 -1.96371690751569
1901 1901 -0.799998015907809
1904 1904 -0.651352750050984
1905 1905 -0.147566778275054
1907 1907 0.264057348654827
1912 1912 0.371549425980085
1915 1915 -0.455737275383862
1918 1918 0.840223141155834
1923 1923 0.782728543670754
1924 1924 -0.80587085389689
1925 1925 -0.818421565758449
1928 1928 2.46001061887309
1930 1930 0.0521226975403738
1934 1934 -1.04083154997818
1937 1937 -1.58641089646088
1938 1938 -0.844630823732093
1941 1941 -0.306151332601019
1942 1942 1.62880950572353
1944 1944 0.859912390658633
1945 1945 1.02043945909828
1946 1946 -1.11152749211884
1948 1948 -0.292375946540393
1951 1951 0.744314476312075
1956 1956 0.498319791349155
1961 1961 -0.423995678685974
1964 1964 1.06853575365045
1965 1965 1.47552608254475
1969 1969 -1.18937370937575
1975 1975 -0.601186770992244
1977 1977 0.252912971102967
1981 1981 0.652591211753553
1985 1985 0.0130230007754458
1986 1986 0.831442232607862
1987 1987 -0.492598775651032
1990 1990 -1.11594968564394
1991 1991 0.116609737334223
1992 1992 -0.0125003957016866
1995 1995 0.291850423206877
1997 1997 -1.6402621898917
2001 2001 1.21064843958725
2004 2004 -0.167003996962631
2005 2005 -0.893239121350127
2007 2007 -0.183231878301142
2008 2008 -1.3742718682019
2009 2009 0.127329602263233
2010 2010 0.577760722503578
2012 2012 0.976000371592445
2017 2017 -0.122559894961422
2019 2019 0.665875843319425
2021 2021 -0.297780909768618
2029 2029 1.23357326667998
2030 2030 -1.02277649523517
2032 2032 -0.611466198450976
2033 2033 1.75109306065428
2036 2036 -1.553005770793
2037 2037 0.428390572384582
2039 2039 -0.849192786416357
2047 2047 -0.431698705996641
2050 2050 -0.152520762349609
2051 2051 0.300736210059431
2053 2053 -1.79390532400371
2054 2054 1.1175636805379
2056 2056 1.00438371170578
2057 2057 -2.03303266562668
2062 2062 0.918447057438695
2067 2067 -0.607793998457039
2068 2068 -0.0531405834351149
2074 2074 -1.4394968032792
2075 2075 0.372873011141361
2076 2076 1.2300957965158
2079 2079 0.374190286681448
2086 2086 1.83032217155533
2087 2087 0.274133022730163
2090 2090 0.894187519820256
2091 2091 2.15914229181072
2092 2092 -1.65052148390751
2100 2100 -0.459769975905626
2102 2102 -0.0389883701946144
2105 2105 2.25456597312575
2106 2106 -0.775965473705439
2107 2107 -1.42979145663111
2114 2114 -0.337325121418201
2120 2120 1.32492661155006
2124 2124 -0.010436504596171
2130 2130 1.80911410341817
2134 2134 -0.126128885290515
2135 2135 -0.586297869702339
2137 2137 0.931690619868627
2138 2138 -0.437341011282163
2140 2140 2.18013725491929
2143 2143 0.0441112525881391
2144 2144 -0.00479074303266486
2145 2145 0.542110080955468
2147 2147 0.073899537810529
2150 2150 0.229228119139225
2154 2154 0.0210484972016758
2155 2155 -1.34152073879118
2158 2158 -0.463286289001404
2161 2161 -2.41050307521375
2163 2163 0.650517050006712
2168 2168 -0.366667307863865
2171 2171 -1.16236201383557
2172 2172 1.38477428015638
2176 2176 -0.128152554743008
2177 2177 -0.545463765589854
2180 2180 -0.501254113716756
2181 2181 0.0707443895177263
2182 2182 -0.989028912643047
2183 2183 0.394659558736092
2188 2188 1.37451502556656
2191 2191 1.60845029726976
2196 2196 0.307395141649784
2198 2198 -0.221083215703523
2201 2201 -0.208775605823453
2203 2203 0.319384072130768
2204 2204 -1.37309351120352
2205 2205 2.25035101946461
2211 2211 0.436240411030318
2215 2215 1.15232762911423
2221 2221 -0.0915224721859426
2222 2222 -0.225718428660697
2224 2224 -1.94117806035468
2235 2235 1.08126937491644
2237 2237 -0.162407256860607
2243 2243 -0.381238188805098
2245 2245 -0.899617225403949
2247 2247 1.3862346811873
2251 2251 0.161705866766366
2253 2253 0.162033060376202
2254 2254 0.35527660639167
2260 2260 -0.727956282682187
2261 2261 1.31710383486991
2263 2263 -0.707206221246018
2264 2264 1.82921860630361
2265 2265 1.0237795319767
2267 2267 -2.4536480599439
2275 2275 -0.0858174027351106
2276 2276 -0.120036273321338
2282 2282 -0.867555715704155
2284 2284 -0.615240349223484
2289 2289 -2.43820848003013
2290 2290 -1.06293032036791
2292 2292 0.496148455757287
2294 2294 2.56082752759034
2295 2295 0.689276239751699
2297 2297 0.088913515888807
2303 2303 0.661639446246156
2304 2304 -0.566396044008941
2306 2306 -1.56207291856134
2307 2307 -0.0484627960498475
2309 2309 -0.414094971099471
2313 2313 0.974043901798976
2314 2314 -1.03107287704151
2320 2320 -0.0470967419133439
2324 2324 0.403718843353802
2329 2329 -0.327635507398253
2334 2334 0.740162694738215
2339 2339 1.23476365165116
2341 2341 2.47865508142239
2343 2343 1.53049582781345
2344 2344 -1.75695750598883
2347 2347 0.550446569521891
2350 2350 0.180551422117632
2360 2360 -1.02110263317503
2367 2367 -1.33851208296656
2373 2373 -0.322463241296464
2374 2374 -1.03325205599621
2377 2377 -1.35861766070683
2379 2379 0.781587158605934
2380 2380 -1.41346531044964
2381 2381 -1.82973385768251
2382 2382 -2.39660752332761
2385 2385 -0.377047885378154
2389 2389 1.25566019046758
2391 2391 0.34946357002171
2392 2392 1.29173153693601
2393 2393 0.685148461752054
2394 2394 -0.361508056368953
2395 2395 0.102305495994173
2401 2401 0.583024467167524
2402 2402 -1.31169381577598
2409 2409 -1.37727404977304
2413 2413 -1.31075741350434
2414 2414 0.145966052859491
2423 2423 -0.287175501447402
2428 2428 0.690386943303659
2439 2439 -0.342482478200206
2441 2441 -1.73636979348528
2442 2442 0.425725023940109
2444 2444 -1.37683588532702
2447 2447 -0.866836218760637
2449 2449 -1.18647380695665
2454 2454 -1.47167621112199
2455 2455 0.123207512888955
2458 2458 -0.593274572291466
2460 2460 -0.359375821436747
2461 2461 0.0925735870935473
2463 2463 0.746628238732242
2466 2466 1.64471053318031
2470 2470 -0.307443378237132
2488 2488 -0.874539696815532
2489 2489 1.04429244933699
2490 2490 1.95906436327337
2492 2492 -0.786319577731184
2495 2495 -0.879574427585816
2496 2496 0.554381129239968
2497 2497 0.810029044716678
2503 2503 0.658862999656321
2506 2506 -0.791108101037154
2508 2508 -1.7809822746324
2510 2510 -0.0327510569647496
2514 2514 -0.547482588584425
2515 2515 1.12792737975113
2516 2516 -0.845130590527261
2518 2518 0.927850825001454
2519 2519 0.919559071000508
2521 2521 -0.344873619039178
2524 2524 1.93885624600199
2531 2531 -1.31303950551461
2539 2539 -0.0820578910560077
2540 2540 0.373612461581842
2541 2541 0.0357348628344773
2544 2544 -0.408663366883843
2545 2545 0.868669867058236
2550 2550 0.124906309843661
2552 2552 -0.500881417997223
2556 2556 -1.1684522402262
2557 2557 0.0748159966998801
2565 2565 -0.303474347954592
2573 2573 -1.03618648382027
2578 2578 0.934369134261254
2581 2581 -0.870576651819933
2582 2582 0.0627053992959546
2588 2588 1.01498704038785
2592 2592 -1.2223945038679
2597 2597 0.387436743882774
2599 2599 -1.53073642925474
2601 2601 -0.25094859081019
2602 2602 0.870151348111087
2603 2603 -0.0402168168110376
2604 2604 0.382039742940656
2605 2605 -0.334155234262696
2606 2606 0.433267427092139
2607 2607 -0.393012756774301
2609 2609 0.444266056906555
2619 2619 -0.374073674126398
2620 2620 0.309867699982412
2627 2627 0.170447953960379
2631 2631 0.309900730605822
2632 2632 0.689480117415835
2633 2633 0.93886233259363
2635 2635 -0.423883420505146
2636 2636 -1.59000818880274
2638 2638 0.320341629082271
2639 2639 1.36763705362082
2647 2647 1.1190477978081
2649 2649 -0.286382890219195
2652 2652 -0.871184759569322
2655 2655 0.662557238459085
2656 2656 1.05527691831945
2660 2660 0.291952848980065
2661 2661 2.10337180325843
2664 2664 -0.0395168429560479
2667 2667 -0.0506848955143544
2671 2671 0.536293312338427
2672 2672 -1.36251700254295
2673 2673 -1.31594914852088
2676 2676 0.148412365772648
2678 2678 -0.862488455994137
2680 2680 0.730815559827843
2682 2682 -0.213866464628535
2683 2683 0.672844442058631
2687 2687 0.973194996317403
2690 2690 0.772815860007124
2692 2692 -0.686882216269549
2699 2699 -0.309784541320244
2700 2700 -0.999500611501618
2704 2704 0.654454300301759
2705 2705 0.349128959766708
2707 2707 1.48262079043014
2708 2708 0.595668296392583
2712 2712 -1.80352743869697
2714 2714 -1.49433074947219
2716 2716 0.234374243054139
2717 2717 0.184101530790234
2721 2721 1.04298069144646
2722 2722 0.243778166563315
2723 2723 -0.900726026760091
2724 2724 1.9420893728611
2725 2725 1.29670066667617
2728 2728 -0.0644602384550566
2735 2735 -1.45568409970818
2736 2736 0.104714340178383
2737 2737 -0.195982654040492
2738 2738 0.466054061124194
2739 2739 -0.463616081641492
2744 2744 0.026363306997579
2751 2751 -0.194419532685586
2755 2755 0.282413479062552
2761 2761 0.123106947117118
2762 2762 1.59808498021741
2764 2764 0.825758381633335
2770 2770 -1.03320095193511
2772 2772 -0.397228678129368
2775 2775 1.81548522307619
2776 2776 -0.623756105356708
2781 2781 0.166841017322222
2787 2787 1.20315949714337
2792 2792 -0.0987292839378863
2793 2793 -0.0621778986067549
2797 2797 0.398355460306373
2805 2805 -1.69684300736553
2806 2806 3.07633978032981
2808 2808 -0.57519877982328
2809 2809 -1.18945185455517
2813 2813 0.414939957057425
2814 2814 0.759808415002741
2815 2815 0.473696080624899
2817 2817 -0.602347867475754
